SHOP_CODIGO|SHOP_ALIAS|SHOP_NOMBRE|SHOP_DIRECCION|PUEB_CODIGO_POSTAL|PUEB_CODIGO_NOMBRE|PAIS_CODIGO|SHOP_MAPA_LATITUD|SHOP_MAPA_LONGITUD|SHOP_HORARIO_LU|SHOP_HORARIO_MA|SHOP_HORARIO_MI|SHOP_HORARIO_JU|SHOP_HORARIO_VI|SHOP_HORARIO_SA|SHOP_HORARIO_DO|DIAFESTIVO
3875|7243-03|PRIO-PA ENTRONCAMENTO|R. 5 DE OUTUBRO|2330094|ENTRONCAMENTO|PT|39,464253|-8,465784|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4410|7243-04|LOJA DO FRANCISCO 4|R. JACINTO MARTO, 9|2495450|FÁTIMA|PT|39,6319|-8,678210|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-17:00/-|
4405|7243-05|PAPELARIA SUSETE|R. GENERAL HUMBERTO DELGADO, 372, LJ. 1 |2485131|MIRA DE AIRE|PT|39,54409|-8,716830|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-13:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-17:00||
4780|7243-06|AFIMATEX|R. DE STA IRIA, 22|2300474|TOMAR|PT|39,603686|-8,409862|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/-||
4910|7243-07|MR. BARATA|LG. MOTTA FERRAZ, 11, LJ.|2200359|ABRANTES|PT|39,461638|-8,197066|09:30-12:30/13:30-19:00|09:30-12:30/13:30-19:00|09:30-12:30/13:30-19:00|09:30-12:30/13:30-19:00|09:30-12:30/13:30-19:00|09:00-13:00/-||
5612|7243-08|DR. SMARTPHONE|R. FRANCISCO FERREIRA DA MATA, 160|2200090|ABRANTES|PT|39,470104|-8,198509|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/-||25/12/2024
6972|7243-09|CORES E FLORES|RUA JOAO PAULO II, 30|2260230|PRAIA DO RIBATEJO|PT|39,464437|-8,357520|10:00-13:00/15:30-19:00|10:00-13:00/15:30-19:00|10:00-13:00/15:30-19:00|10:00-13:00/15:30-19:00|10:00-13:00/15:30-19:00|10:00-13:00/-||
7807|7243-10|A RIACHENSE|R. DOS CINGELEIROS, 21|2350357|RIACHOS|PT|39,443791|-8,515012|09:00-18:00/-|09:00-18:00/-|09:00-18:00/-|09:00-18:00/-|09:00-18:00/-|09:00-12:00/-||
6546|7243-40|LOCKY POSTO GALP ALFERRAREDE|AV. ANTÓNIO FARINHA PEREIRA|2200024|ABRANTES|PT|39,4825|-8,186670|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6652|7243-41|LOCKY LIDL ABRANTES|TRAVESSA AFONSO VASQUES CORREIA|2200275|ABRANTES|PT|39,468927|-8,201158|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6684|7243-43|LOCKY INST. POLITÉCNICO DE TOMAR|AV. DR. AURÉLIO RIBEIRO|2300305|TOMAR|PT|39,60055|-8,389820|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6669|7243-44|LOCKY ROADY TOMAR|AV. MARIA DE LOURDES DE MELLO E CASTRO|2300625|TOMAR|PT|39,607293|-8,396093|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6440|7243-46|LOCKY LIDL ENTRONCAMENTO|R. DR. FRANCISCO SÁ CARNEIRO, 59|2330148|ENTRONCAMENTO|PT|39,473239|-8,476536|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6206|7243-47|LOCKY AGRILJ. TORRES NOVAS|VARIANTE DO BOM AMOR|2350405|TORRES NOVAS|PT|39,468013|-8,524852|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6304|7243-48|LOCKY PARKING ALMONDA TORRES NOVAS|R. NOGUEIRAL, 23 (NO PQ. ESTAC.)|2350413|TORRES NOVAS|PT|39,478383|-8,536985|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6656|7243-49|LOCKY LIDL OURÉM|AV. DOM NUNO ÁLVARES PEREIRA, 351|2490487|OURÉM|PT|39,656697|-8,583854|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6685|7243-50|LOCKY POSTO GALP FÁTIMA|AV. DOS PASTORINHOS, 855|2495408|FÁTIMA|PT|39,622435|-8,664210|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
2758|7244-00|7244-00 AGENCIA 7244 LEIRIA|ESTR. DAS MOITAS ALTAS, 300, ARMAZEM G|2415746|LEIRIA|PT|39,774129|-8,779420|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
3320|7244-02|HVA PAPELARIAS - AVENIDA|AV. DR. JOSÉ HENRIQUES VAREDA, 1|2430308|MARINHA GRANDE|PT|39,74458|-8,935030|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-13:00/-|09:00-13:00/-|
3681|7244-03|BENIPHONE|R. DA GAIATA, EDF. VIA AUREA, 16|2475112|BENEDITA|PT|39,42459|-8,981800|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|09:30-13:00/14:30-19:00|||
3867|7244-04|PRIO-PA LEIRIA CIRCULAR|R. DR. JOÃO SOARES, 9009|2400448|LEIRIA|PT|39,7395|-8,816719|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4191|7244-05|LS ARTESANATO|R. PRINCIPAL, 410 |2480169|PORTO DE MÓS|PT|39,586241|-8,821680|09:00-12:30/15:00-19:00|09:00-12:30/15:00-19:00|09:00-12:30/15:00-19:00|15:00-19:00/-|09:00-12:30/15:00-19:00|10:00-12:30/15:00-18:00||
4201|7244-06|ELECTROCORTES|E.N. 356- 2, 377|2410851|LEIRIA|PT|39,70659|-8,793120|09:00-13:00/14:30-20:00|09:00-13:00/14:30-20:00|09:00-13:00/14:30-20:00|09:00-13:00/14:30-20:00|09:00-13:00/14:30-20:00|09:00-13:00/15:00-20:00||
4454|7244-07|O QUIOSQUE|LG. DA REPÚBLICA|2430795|VIEIRA DE LEIRIA|PT|39,8692|-8,933950|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-13:00/-|
4774|7244-08|PRIO-PA TREMOCEIRA O|E.N. 1, TREMOCEIRA, PEDREIRAS|2480113|PEDREIRAS|PT|39,60273|-8,857230|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4775|7244-09|PRIO-PA ALFEIZERÃO|QUINTA DA MOTA, E.N. 8, KM. 97, 450E|2460204|ALFEIZERÃO|PT|39,46238|-9,119120|07:00/23:00|07:00/23:00|07:00/23:00|07:00/23:00|07:00/23:00|07:00/23:00|07:00/23:00|
4776|7244-10|SHELL-PA NAZARÉ|AV. MANUEL REMÍGIO, E.N. 242, PORTO DA NAZARÉ|2450106|NAZARÉ|PT|39,58652|-9,071460|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|
5350|7244-11|CAFETARIA ANDREIA|R. DA RESTAURAÇAO, 108 LT27 R/C DTO|2410161|LEIRIA|PT|39,74039|-8,805400|08:00-12:00/14:30-23:00|08:00-12:00/14:30-23:00|08:00-12:00/14:30-23:00|08:00-12:00/14:30-23:00|08:00-12:00/14:30-23:00|08:00-12:00/14:30-23:00||
5528|7244-12|TANIA S CLOSET|R. AFONSO ALBUQUERQUE, 14|2460020|ALCOBAÇA|PT|39,55105|-8,975030|10:00-19:00/-|10:00-19:00/-|10:00-19:00/-|10:00-19:00/-|10:00-19:00/-|10:00-13:00/15:00-19:00||
5665|7244-13|PAPELARIA SANTO ANTÓNIO|R. GLÓRIA BARATA RODRIGUES, 279|2415577|LEIRIA|PT|39,7529|-8,806030|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/-||
5864|7244-14|TELEJACOB|R. DE LEIRIA, 5, BL. 3|2405018|MACEIRA LRA|PT|39,684393|-8,887694|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-13:00/-||
6721|7244-16|LOJA PC PHARMA MOBILE|R. LUCIANO MIGUEIS, 18, LJ. 6|2430284|MARINHA GRANDE|PT|39,754402|-8,932622|10:00-13:00/15:00-19:30|10:00-13:00/15:00-19:30|10:00-13:00/15:00-19:30|10:00-13:00/15:00-19:30|10:00-13:00/15:00-19:30|10:00-13:00/-||
7129|7244-17|QUIOSQUE VITORIA|LG. 14 AGOSTO 1385|2440105|BATALHA|PT|39,658253|-8,823074|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|07:30-19:00/-|08:00-14:00/15:00-19:00|08:00-13:00/-|
7230|7244-18|FOTOBRINDE|R. DO COMERCIO, 23 A|2420091|CARANGUEJEIRA|PT|39,743213|-8,708194|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-13:00/-|
7645|7244-20|GATO DA SORTE|R. 25 ABRIL, 31|2460162|ALFEIZERAO|PT|39,50015|-9,106038|08:30-14:00/15:00-19:00|08:30-14:00/15:00-19:00|08:30-14:00/15:00-19:00|08:30-14:00/15:00-19:00|08:30-14:00/15:00-19:00|08:30-14:00/15:00-19:00|08:30-13:00/-|
7673|7244-21|PEROLA DA CONCHA|AV. MARGINAL, EDF. NAVEGADOR, 8, LT. 1, LJ. 2|2460096|SAO MARTINHO DO PORTO|PT|39,510068|-9,134549|08:30-19:00/-|08:30-19:00/-|08:30-19:00/-|08:30-19:00/-|08:30-19:00/-|08:30-19:00/-|08:30-19:00/-|
6584|7244-40|LOCKY LIDL LEIRIA 25 DE ABRIL|R. DONA BÁRBARA VAZ PRETO, 15|2400105|LEIRIA|PT|39,746672|-8,815782|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6654|7244-41|LOCKY MERC. MUNICIPAL LEIRIA|AV. CIDADE DE MARINGÁ, 55|2400137|LEIRIA|PT|39,74941|-8,805560|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6309|7244-42|LOCKY CC LEIRIA SHOPPING|IC2, R DO ALTO VIEIRO (PISO 0)|2400441|LEIRIA|PT|39,732359|-8,824948|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|
6364|7244-43|LOCKY MINIPREÇO LEIRIA|R. VIRGÍLIO VIEIRA DA CUNHA (PAV. B)|2400447|LEIRIA|PT|39,746209|-8,821064|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|
6307|7244-45|LOCKY POSTO CEPSA LEIRIA POUSOS|R. CAROLINA FERREIRA RIBEIRO|2410095|LEIRIA|PT|39,740682|-8,799041|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|
6325|7244-47|LOCKY POSTO ALVES B. LEIRIA MARRAZES|R. DA ESCOLA 439-463|2415820|LEIRIA|PT|39,75874|-8,791693|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6547|7244-48|LOCKY MINIPREÇO SOUTO DA CARPALHOSA|R. LEIRIA, 757|2425890|SOUTO DA CARPALHOSA|PT|39,850282|-8,843731|09:00-20:00|09:00-20:00|09:00-20:00|09:00-20:00|09:00-20:00|09:00-20:00|09:00-20:00|
6382|7244-49|LOCKY CENTRO EMPRESARIAL MARINHA GRANDE|R. DE PORTUGAL, 18 FR. A|2430028|MARINHA GRANDE|PT|39,72292|-8,930270|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6381|7244-50|LOCKY INTERMARCHÉ MARINHA GRANDE|AV. JOSÉ GREGÓRIO|2430275|MARINHA GRANDE|PT|39,7564|-8,932500|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|
6474|7244-51|LOCKY POSTO GALP R. COSTA VEIGA|R. COSTA VEIGA, 19|2460028|ALCOBAÇA|PT|39,54559|-8,974160|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6523|7244-52|LOCKY POSTO REPSOL E.S. ALCOBAÇA|R. DE LEIRIA|2460059|ALCOBAÇA|PT|39,549439|-8,970861|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6520|7244-53|LOCKY MINIPREÇO PORTO DE MOS|R. DO RIO ALCAIDE|2480170|PORTO DE MÓS|PT|39,59582|-8,815490|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-19:00/-|
2759|7257-00|7257-00 AGENCIA 7257 VENDA DO PINHEIRO|NUCLEO EMP V. PINHEIRO SUL,FR DB BLC 1 ARM 95|2665592|VENDA DO PINHEIRO|PT|38,928275|-9,222415|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
3112|7257-02|LOJA 3P|PÇ. JACOB RODRIGUES PEREIRA, 20|2520249|PENICHE|PT|39,35804|-9,379650|08:30-13:00/15:00-19:00|08:30-13:00/15:00-19:00|08:30-13:00/15:00-19:00|08:30-13:00/15:00-19:00|08:30-13:00/15:00-19:00|08:30-13:00/15:00-19:00||
3127|7257-03|TABACARIA NAVEGANTES|EDF. NAVEGANTES, 2, LJ. 5, LG. DOS NAVEGANTES|2655320|ERICEIRA|PT|38,961467|-9,416610|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|09:00-20:00/-|
3141|7257-04|TABACARIA CENTRAL|AV. TENENTE VALADIM, 23B|2560275|TORRES VEDRAS|PT|39,092572|-9,257897|07:00/19:00|07:00/19:00|07:00/19:00|07:00/19:00|07:00/19:00|07:00-13:00/-|07:00-13:00/-|25/12/2024
3145|7257-05|TABACARIA INTERMACHÉ|VALE ABRANTES|2530320|LOURINHÃ|PT|39,25109|-9,312840|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|09:00-20:30/-|
3804|7257-07|INFORECO- A DOS CUNHADOS|R. BISPO TARGA, 4A|2560007|A DOS CUNHADOS|PT|39,152236|-9,298347|09:00-12:30/14:00-19:00|09:00-12:30/14:00-19:00|09:00-12:30/14:00-19:00|09:00-12:30/14:00-19:00|09:00-12:30/14:00-18:00|||
3869|7257-08|PRIO-PA ÓBIDOS|EN8 (ENTRE ROT.MEMÓRIA E ROT. DAS PISCINAS)|2510074|ÓBIDOS|PT|39,354956|-9,159114|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
5642|7257-10|VAPE WAVE CALDAS DA RAINHA|R. SEBASTIÃO LIMA, 25|2500277|CALDAS DA RAINHA|PT|39,40405|-9,137040||10:00-13:00/14:30-19:00|10:00-13:00/14:30-19:00|10:00-13:00/14:30-19:00|10:00-13:00/14:30-19:00|10:00-13:00/14:30-19:00||07/12/2024,25/12/2024
5726|7257-12|PRIO-A-DOS-CUNHADOS|E.N. 8.2, KM. 7+800|2560050|A DOS CUNHADOS|PT|39,164338|-9,276733|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|
5934|7257-14|CHAVISAPATO|R. SERPA PINTO, 30, LJ. 7|2640534|MAFRA|PT|38,93696|-9,331925|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-13:00/-||
5945|7257-15|KONTRA-K PAPELARIA|AV. DR. FRANCISCO SA CARNEIRO, 46|2550103|CADAVAL|PT|39,241132|-9,103968|07:00-12:30/14:00-18:30|07:00-12:30/14:00-18:30|07:00-13:00/-|07:00-12:30/14:00-18:30|07:00-12:30/14:00-18:30|07:00-13:00/-||
6723|7257-16|TABACARIA GASPAR|LG. S. SEBASTIAO, 2, SOBREIRO|2640578|MAFRA|PT|38,960865|-9,355358|08:00-13:00/15:00-19:00|08:00-13:00/15:00-19:00|08:00-13:00/15:00-19:00|08:00-13:00/15:00-19:00|08:00-13:00/15:00-19:00|08:00-13:00/-||
6985|7257-17|NICE PHONE|PÇ. GERALDES, LT. 2, R/C FT., LJ. 4|2525525|ATOUGUIA DA BALEIA|PT|39,312733|-9,327921|10:00-13:00/15:00-19:00|10:00-13:00/15:00-19:00|10:00-13:00/15:00-19:00|10:00-13:00/15:00-19:00|10:00-13:00/15:00-19:00|10:00-13:00/-||
7046|7257-18|LÁGRIMAS DE ARTE|AV. S. SEBASTIAO,12, LJ. 31|2655319|ERICEIRA|PT|38,969721|-9,418468|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-19:00/-|09:00-17:00/-|09:00-17:00/-|
7131|7257-19|BIOCALIXTO|LG. SANTO ANTONIO, 10|2565022|CAMPELOS|PT|39,197548|-9,236654|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/-||
7384|7257-20|CANTINHO TROPICAL PETSHOP|ESTRADA NACIONAL, 116, 5|2640577|MAFRA|PT|38,951888|-9,334512|08:00-13:00/14:30-19:30|08:00-13:00/14:30-19:30|08:00-13:00/14:30-19:30|08:00-13:00/14:30-19:30|08:00-13:00/14:30-19:30|08:00-13:00/14:30-18:00||
6377|7257-41|LOCKY AGRILJ. CALDAS DA RAINHA|TRAVESSA PEDRO NUNES, 2 (ZI)|2500303|CALDAS DA RAINHA|PT|39,42464|-9,160590|08:30-20:00|08:30-20:00|08:30-20:00|08:30-20:00|08:30-20:00|08:30-20:00||
6357|7257-42|LOCKY CC LA VIE CALDAS DA RAINHA|R. BELCHIOR DE MATOS, 11|2500324|CALDAS DA RAINHA|PT|39,401049|-9,136997|10:00-23:00|10:00-23:00|10:00-23:00|10:00-23:00|10:00-23:00|10:00-23:00|10:00-23:00|
6604|7257-43|LOCKY MINIPREÇO CALDAS DA RAINHA|R. DO COMÉRCIO|2500934|CALDAS DA RAINHA|PT|39,40252|-9,148660|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-19:00|
6657|7257-44|LOCKY JUNTA DE FREGUESIA FERREL|R. JD. INFANTIL, 4|2520161|FERREL|PT|39,363111|-9,319561|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6466|7257-45|LOCKY POSTO GALP PENICHE|AV. DO PORTO DE PESCA|2520208|PENICHE|PT|39,35834|-9,371390|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6441|7257-47|LOCKY TERMINAL RODOVIÁRIO DA LOURINHÃ|R. DOS BOMBEIROS VOLUNTÁRIOS, 27|2530147|LOURINHÃ|PT|39,241461|-9,309503|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6412|7257-48|LOCKY POSTO REPSOL LOURINHÃ|EN 247 KM 12, 2|2530320|LOURINHÃ|PT|39,249936|-9,312753|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6481|7257-49|LOCKY POSTO GALP BOMBARRAL|AV. VASCO PEREIRA DA CONCEIÇÃO|2540009|BOMBARRAL|PT|39,2617|-9,158470|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6621|7257-50|LOCKY MINIPREÇO CADAVAL|AV. DR. FRANCISCO SÁ CARNEIRO, 47|2550103|CADAVAL|PT|39,24056|-9,103910|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-19:00|
6255|7257-51|LOCKY MERC. MUNICIPAL TORRES VEDRAS|AV TENCEL. JOÃO LUÍS DE MOURA, 17|2560336|TORRES VEDRAS|PT|39,093261|-9,256988|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6207|7257-52|LOCKY AGRILJ. MAFRA|AV. DR. FRANCISCO SÁ CARNEIRO|2640486|MAFRA|PT|38,943695|-9,337494|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6342|7257-54|LOCKY ROADY MALVEIRA|ALTO DA LAGOA|2665297|MALVEIRA|PT|38,93995|-9,250230|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
4603|7266-00|7266-00 AGENCIA 7266 LOURES|R. CIDADE DE FARO, 7, FR. EE, ZI FRIELAS|2660023|FRIELAS|PT|38,8218|-9,142160|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
4578|7266-01|PAPELARIA CRISTINA|AV. ERNEST SOLVAY, 3 LJ. 7|2625167|PÓVOA DE SANTA IRIA|PT|38,85845|-9,070930|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00|08:00-13:00/15:00-20:00||
4579|7266-02|PAPELARIA MIL E UMA PRENDAS|GALERIA COMERCIAL E.LECLERC BOBADELA, EN10|2695444|BOBADELA LRS|PT|38,80881|-9,094430|09:30-18:30/-|09:30-18:30/-|09:30-18:30/-|09:30-18:30/-|09:30-18:30/-|09:30-18:30/-||
4581|7266-04|PRIO-PA ARROJA|AV. DAS ACACIAS, R. SARA AFONSO, LT.10|1685655|FAMÕES|PT|38,798717|-9,197406|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4590|7266-05|PRIO-PA ALVERCA|E.N. 10 KM. 131- 200|2625445|FORTE DA CASA|PT|38,879501|-9,051510|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4591|7266-06|PRIO-PA VIALONGA|R. 1 DE MAIO|2625717|VIALONGA|PT|38,860465|-9,113613|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
4592|7266-07|PAPELARIA BELA|RUA DA LIBERDADE N 22|2625432|FORTE DA CASA|PT|38,87294|-9,055380|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-19:00/-|08:00-13:00/-|
4593|7266-08|QUIOSQUE RICARDOTE|AV. DOM SEBASTIÃO|2660330|SANTO ANTÓNIO CAVALEIROS|PT|38,81279|-9,165840|05:00-17:30/-|05:00-17:30/-|05:00-17:30/-|05:00-17:30/-|05:00-17:30/-|07:00-13:00/-||
4594|7266-09|PAPELARIA NOS 4|R. DO PROGRESSO, 44A|2690181|SANTA IRIA DE AZÓIA|PT|38,83833|-9,090860|09:30-13:00/15:00-19:00|09:30-13:00/15:00-19:00|09:30-13:00/15:00-19:00|09:30-13:00/15:00-19:00|09:30-13:00/15:00-19:00|09:30-13:00/-||
6801|7266-10|SMARTIFY|R. JOAO DE SANTAREM, 1, LJ. A|2675595|ODIVELAS|PT|38,80076|-9,182615|09:00-12:30/14:30-18:00|09:00-12:30/14:30-18:00|09:00-12:30/14:30-18:00|09:00-12:30/14:30-18:00|09:00-12:30/14:30-18:00|10:00-13:00/-||
6994|7266-11|100 PREMIOS|AV. BOMBEIROS VOLUNTARIOS, 19 C|1675108|PONTINHA|PT|38,762729|-9,200397|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/-|08:00-13:00/-|
7610|7266-12|STOP COLORIDO|AV. PROF. DR. AUGUSTO ABREU LOPES, 7|2675299|ODIVELAS|PT|38,791563|-9,177010|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|10:00-13:00/-||25/12/2024
6453|7266-41|LOCKY LIDL ODIVELAS ARROJA|R. VERÍSSIMO SIM SIM 1|1685655|FAMÕES|PT|38,796174|-9,197003|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
6310|7266-42|LOCKY CC PQ. ALVERCA|R BRG. FERNANDO ALBERTO DE OLIVEIRA S/N|2615077|ALVERCA DO RIBATEJO|PT|38,895073|-9,038846|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|
6461|7266-43|LOCKY POSTO GALP ALVERCA|R. JOSÉ ANTÓNIO VERÍSSIMO SILVA|2615107|ALVERCA DO RIBATEJO|PT|38,89226|-9,044580|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|||
6448|7266-44|LOCKY LIDL V.F.XIRA ALVERCA|R. DE SANTA MARIA, 22A|2615129|ALVERCA DO RIBATEJO|PT|38,894935|-9,040738|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6300|7266-45|LOCKY POSTO CEPSA OLIVAL BASTO|R. DE ANGOLA, 8|2620057|OLIVAL BASTO|PT|38,788736|-9,169023|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|07:00-23:00|
6447|7266-46|LOCKY LIDL V.F.XIRA PÓVOA STA IRIA|N 10 KM 134, 7|2625266|PÓVOA DE SANTA IRIA|PT|38,852083|-9,074192|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6202|7266-47|LOCKY IKEA LOURES|EN250 R 28 DE SETEMBRO, FRIELAS (PISO 0)|2660001|FRIELAS|PT|38,81735|-9,148750|10:00-21:00|10:00-21:00|10:00-21:00|10:00-21:00|10:00-21:00|10:00-19:00|10:00-19:00|
6680|7266-48|LOCKY POSTO GALP SÃO JULIÃO DO TOJAL|R. FERNÃO LOPES, 3|2660467|SÃO JULIÃO DO TOJAL|PT|38,86069|-9,118120|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6634|7266-49|LOCKY CONTINENTE LOURES|R. MIGUEL PORTAS|2670339|LOURES|PT|38,81841|-9,174630|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|
